id,nome,sobrenome,email,cpf,telefone,rua,bairro,cidade,estado,cep,data_de_nascimento,produto,restringido,bloqueado,user_agent,device,imei,ip,busca_email_nome,busca_email_sobrenome,busca_email_ip,busca_email_telefone,busca_email_endereco,busca_ip_telefone,busca_ip_nome,busca_telefone_nome,contas_por_email,contas_por_cpf,contas_por_imei,contas_por_ip,fraude
7446,Pedro Miguel,Alves,alves@hotmail.com,15693270416,,,,,,,2010-11-06,Globoplay e Starzplay,false,false,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/534.0 (KHTML, like Gecko) Chrome/29.0.805.0 Safari/534.0",mobile,554197431383730,188.107.24.47,120,145,158,81,96,81,177,151,2,1,1,1,true
5586,Ana,da Rosa,ana.darosa@gmail.com,,,,,,,,1969-09-10,Globoplay e Disney +,false,false,Mozilla/5.0 (X11; Linux i686; rv:1.9.7.20) Gecko/3503-09-03 00:54:18 Firefox/11.0,mobile,557193283036754,160.33.26.131,142,178,136,94,103,115,59,31,2,,1,1,false
7355,Ana,da Rosa,ana.darosa@gmail.com,58016734901,,,,,,,2010-02-14,Globoplay e Disney +,false,false,Opera/8.25.(X11; Linux x86_64; fil-PH) Presto/2.9.189 Version/11.00,mobile,554195941139931,154.85.13.144,109,86,95,35,153,122,168,163,2,1,1,1,true
338,Ana,Pires,ana.pires@outlook.com,13490725670,5531916761142,,,,,,1989-04-04,discovery +,false,true,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 5.2; Trident/4.1),desktop,,36.146.144.148,140,72,42,198,106,118,46,49,2,1,,1,true
9591,Ana,Pires,ana.pires@outlook.com,,5541927186134,Rua Marcos Diniz Siqueira,Santa Rosa,Belo Horizonte,MG,31255740,2006-04-20,Globoplay e discovery +,false,false,Opera/9.38.(Windows NT 6.1; ar-YE) Presto/2.9.177 Version/12.00,desktop,,190.248.61.215,90,133,60,121,189,61,182,128,2,,,1,false
1370,Ana Beatriz,Rodrigues,anabeatriz.rodrigues@bol.com,,5571958739713,,,,,,1982-08-15,Globoplay e Disney +,false,false,Opera/9.55.(Windows NT 6.0; uz-UZ) Presto/2.9.179 Version/11.00,desktop,,32.75.207.42,38,81,165,97,163,170,175,109,2,,,1,false
5251,Ana Beatriz,Rodrigues,anabeatriz.rodrigues@bol.com,61035482762,,,,,,,2011-04-30,Globoplay + canais ao vivo,false,false,"Mozilla/5.0 (iPad; CPU iPad OS 7_1_2 like Mac OS X) AppleWebKit/534.1 (KHTML, like Gecko) CriOS/46.0.879.0 Mobile/00L128 Safari/534.1",mobile,558495064551748,209.81.246.111,77,102,102,183,164,91,35,144,2,1,1,1,true
9806,Ana Clara,Melo,anaclara.melo@yahoo.com,70542931699,,,,,,,1974-10-27,,false,false,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/532.1 (KHTML, like Gecko) Chrome/57.0.893.0 Safari/532.1",mobile,553193923578375,157.57.179.78,132,161,172,138,187,106,60,185,2,1,1,1,true
6591,Ana Clara,Melo,anaclara.melo@yahoo.com,70156398400,,,,,,,1992-05-12,Globo Mais,false,false,Opera/9.28.(Windows CE; xh-ZA) Presto/2.9.182 Version/10.00,desktop,,189.253.188.93,72,165,152,196,93,197,67,179,2,1,,1,true
6621,Ana Julia,Peixoto,anajulia.peixoto@yahoo.com,65390482115,5531994871018,,,,,,1967-01-02,,false,false,"Mozilla/5.0 (Linux; Android 8.0.0) AppleWebKit/536.0 (KHTML, like Gecko) Chrome/36.0.882.0 Safari/536.0",mobile,553199487101884,161.79.119.254,152,108,32,101,85,128,169,111,2,1,1,1,true
3650,Ana Julia,Peixoto,anajulia.peixoto@yahoo.com,,,Quadra N-1 (Lot Hélio Jatobá II),Hélio Jatobá,São Miguel dos Campos,AL,57246255,2008-07-13,Globoplay e Telecine,false,false,"Mozilla/5.0 (iPad; CPU iPad OS 10_3_3 like Mac OS X) AppleWebKit/532.1 (KHTML, like Gecko) CriOS/54.0.894.0 Mobile/64C966 Safari/532.1",mobile,553199417155851,97.120.205.27,52,133,101,119,42,56,163,73,2,,1,1,false
6314,Ana Vitória,Cardoso,anavitria.cardoso@outlook.com,64852039747,,,,,,,2004-04-22,Giga Gloob,false,false,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_1 like Mac OS X; ha-NG) AppleWebKit/533.18.5 (KHTML, like Gecko) Version/4.0.5 Mobile/8B115 Safari/6533.18.5",mobile,552194434843408,145.94.248.179,31,178,44,150,122,92,49,64,2,1,1,1,true
2024,Ana Vitória,Cardoso,anavitria.cardoso@outlook.com,8379615212,,,,,,,1997-07-20,Cartola PRO,false,false,Mozilla/5.0 (X11; Linux i686; rv:1.9.6.20) Gecko/9596-02-18 16:50:37 Firefox/3.8,mobile,552191770472362,82.70.170.154,169,198,182,147,120,47,194,144,2,1,1,1,true
6722,André,Porto,andr.porto@yahoo.com,36159802470,,Rua do Senai,Sobrinho,Campo Grande,MS,79110210,1963-07-01,,false,false,"Mozilla/5.0 (Windows CE) AppleWebKit/532.1 (KHTML, like Gecko) Chrome/63.0.822.0 Safari/532.1",desktop,,177.134.247.176,81,96,92,138,93,74,54,95,2,1,,1,true
4594,André,Porto,andr.porto@yahoo.com,92705631461,,Rua do Lambari (Lot Ver A Azevedo),Ponte Nova,Várzea Grande,MT,78115362,2011-02-22,Globoplay e Premiere,false,false,"Mozilla/5.0 (iPad; CPU iPad OS 14_2_1 like Mac OS X) AppleWebKit/535.1 (KHTML, like Gecko) FxiOS/18.6o3469.0 Mobile/48A301 Safari/535.1",mobile,553195580706611,186.150.117.183,180,172,137,147,42,52,53,192,2,1,1,1,true
5749,Anthony,Azevedo,anthony.azevedo@hotmail.com,,5531960515006,,,,,,1996-08-17,Globoplay + canais ao vivo e Disney +,true,false,Mozilla/5.0 (Windows NT 6.2; tig-ER; rv:1.9.2.20) Gecko/6780-04-07 01:41:07 Firefox/3.6.16,desktop,,38.113.213.25,197,114,62,153,149,76,148,169,2,,,1,false
886,Anthony,Azevedo,anthony.azevedo@hotmail.com,56310724835,5584940262077,,,,,,1990-09-18,Globoplay + canais ao vivo e Telecine,true,false,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_11_6) AppleWebKit/532.2 (KHTML, like Gecko) Chrome/24.0.808.0 Safari/532.2",mobile,558494026207762,112.156.73.160,198,104,116,138,105,142,113,187,2,1,1,1,true
26,Anthony,Barros,anthony.barros@hotmail.com,7289364538,,Rua Rosário D'Oeste,Cidade SOIMCO,Guarulhos,SP,7183250,1978-12-19,discovery +,false,false,"Mozilla/5.0 (iPhone; CPU iPhone OS 3_1_3 like Mac OS X) AppleWebKit/536.2 (KHTML, like Gecko) FxiOS/14.0q6448.0 Mobile/96J644 Safari/536.2",mobile,556197696202904,59.32.214.93,54,100,188,178,187,192,35,121,2,1,1,1,true
1575,Anthony,Barros,anthony.barros@hotmail.com,26748351090,5551934880133,Rua Padre Lotario Welter,Planta Santa Lúcia,Piraquara,PR,83311113,1972-05-11,Globoplay + canais ao vivo,false,false,Mozilla/5.0 (compatible; MSIE 5.0; Windows 98; Win 9x 4.90; Trident/3.1),desktop,,208.193.181.100,95,154,107,149,188,31,146,51,2,1,,1,true
3996,Anthony,da Cunha,anthony.dacunha@outlook.com,85463019720,5571994893708,,,,,,1995-09-20,Globoplay + canais ao vivo,true,false,Opera/9.89.(X11; Linux i686; wal-ET) Presto/2.9.160 Version/11.00,mobile,557199489370871,208.170.105.201,168,42,74,58,148,180,177,33,2,1,1,1,true
747,Anthony,da Cunha,anthony.dacunha@outlook.com,,,Rua Santo Antônio,Monsenhor Américo,Mossoró,RN,59613585,1971-05-29,Globoplay + canais ao vivo e Premiere,false,false,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_12_4 rv:4.0; ff-SN) AppleWebKit/534.32.6 (KHTML, like Gecko) Version/4.1 Safari/534.32.6",mobile,554197213674249,35.38.104.104,90,117,97,142,194,161,158,68,2,,1,1,false
3402,Anthony,Pinto,anthony.pinto@gmail.com,5468721317,,Rua Maria Consenza,Vale do Ipê,Ponte Nova,MG,35430453,2007-06-17,,false,false,Mozilla/5.0 (Windows 98; xh-ZA; rv:1.9.1.20) Gecko/4702-06-29 02:37:22 Firefox/3.6.11,desktop,,202.213.255.95,64,137,192,198,110,143,48,97,2,1,,1,true
4454,Anthony,Pinto,anthony.pinto@gmail.com,75208619377,,Rua Braz Dias Peres,Conjunto Habitacional Vila dos Comerciários II,Marília,SP,17527619,2003-04-23,Combate,false,false,"Mozilla/5.0 (Windows NT 5.01) AppleWebKit/534.2 (KHTML, like Gecko) Chrome/15.0.807.0 Safari/534.2",desktop,,124.76.219.222,151,118,77,35,143,148,178,183,2,1,,1,true
8873,Antônio,Aragão,antnio.arago@outlook.com,,5531914692741,,,,,,1970-10-06,Premiere,false,false,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 6.2; Trident/4.0),desktop,,30.238.234.17,40,35,196,192,185,75,43,115,2,,,1,false
4970,Antônio,Aragão,antnio.arago@outlook.com,14792083532,5581987465566,Rua Wagner Olinto Magalhães,Jardim Neman Sahyun,Londrina,PR,86041285,1969-04-08,Globoplay + canais ao vivo e Telecine,true,false,Mozilla/5.0 (compatible; MSIE 7.0; Windows 98; Trident/5.1),desktop,,203.194.36.134,76,159,125,50,150,140,89,54,2,1,,1,true
5440,Antônio,Martins,antnio.martins@hotmail.com,24395160743,5571939994788,Travessa Paz do Senhor (Cj.Res.Curado IV),Curado,Jaboatão dos Guararapes,PE,54270181,1963-04-07,,false,false,"Mozilla/5.0 (iPhone; CPU iPhone OS 7_1_2 like Mac OS X) AppleWebKit/536.2 (KHTML, like Gecko) FxiOS/13.3p0225.0 Mobile/38A292 Safari/536.2",mobile,557193999478886,124.147.211.211,124,103,35,101,53,140,31,129,2,1,1,1,true
3863,Antônio,Martins,antnio.martins@hotmail.com,17602459334,,Rua do Cabral,Nazaré,Salvador,BA,40055010,2003-12-08,Globoplay,false,false,Mozilla/5.0 (Windows NT 5.1; az-AZ; rv:1.9.2.20) Gecko/9477-03-03 00:50:03 Firefox/3.6.6,desktop,,165.30.138.238,143,64,45,101,174,89,118,146,2,1,,1,true
8466,Antônio,Santos,antnio.santos@hotmail.com,28735410671,,,,,,,1978-04-11,discovery +,false,false,"Mozilla/5.0 (iPad; CPU iPad OS 10_3_3 like Mac OS X) AppleWebKit/532.2 (KHTML, like Gecko) CriOS/22.0.899.0 Mobile/71A038 Safari/532.2",mobile,557193960538429,56.111.39.43,72,126,150,78,131,112,99,74,2,1,1,1,true
8137,Antônio,Santos,antnio.santos@hotmail.com,,,Avenida Eduardo Ribeiro - de 1411/1412 ao fim,Correnteza,Manacapuru,AM,69400072,1999-06-14,Deezer Premium,false,false,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_11_2 rv:6.0; vi-VN) AppleWebKit/532.39.2 (KHTML, like Gecko) Version/4.0.3 Safari/532.39.2",mobile,557197699676202,208.79.120.252,130,125,44,117,51,129,127,138,2,,1,1,false
4698,Benício,Aragão,arago@bol.com,71586302930,,Alameda das Castanheiras,Meaípe,Guarapari,ES,29208059,1981-07-19,Disney +,false,false,Opera/8.50.(Windows 95; ts-ZA) Presto/2.9.169 Version/12.00,desktop,,80.107.246.62,182,180,187,140,183,42,52,177,2,1,,1,true
5370,Lucas,Aragão,arago@bol.com,15689403270,,Rua Doralice Costa,Engenheiro Luciano Cavalcante,Fortaleza,CE,60810680,1981-10-30,Globoplay + canais ao vivo e Telecine,false,true,"Mozilla/5.0 (Windows NT 5.2) AppleWebKit/532.2 (KHTML, like Gecko) Chrome/40.0.858.0 Safari/532.2",desktop,,215.33.191.252,192,89,58,194,194,63,52,152,2,1,,1,true
5429,Letícia,Araújo,arajo@hotmail.com,94675312080,5571934047240,Rua Saldanha da Gama,Nossa Senhora das Dores,Caruaru,PE,55004080,1998-01-10,Disney +,false,false,Opera/8.88.(Windows NT 5.2; tl-PH) Presto/2.9.169 Version/11.00,desktop,,111.205.38.148,2,2,3,7,15,6,19,12,2,2,,2,true
6594,Pietra,Araújo,arajo@hotmail.com,69215874364,5561922791232,Avenida Adamastor Antônio da Silva,Muquiçaba,Guarapari,ES,29215240,1994-07-01,Globoplay + canais ao vivo e Disney +,false,true,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_6_6 rv:5.0; aa-DJ) AppleWebKit/531.27.3 (KHTML, like Gecko) Version/4.1 Safari/531.27.3",mobile,556192279123205,139.192.89.123,19,1,12,18,0,6,12,16,2,1,1,1,true
5655,Arthur,Aragão,arthur.arago@outlook.com,89735162482,,Rua Feliz,Barra de Jangada,Jaboatão dos Guararapes,PE,54470120,1999-06-30,Globoplay,false,false,Opera/9.38.(Windows 95; cs-CZ) Presto/2.9.177 Version/10.00,desktop,,124.3.234.173,123,134,153,42,88,193,65,41,2,1,,1,true
8775,Arthur,Aragão,arthur.arago@outlook.com,85213097405,5541904970452,Rua Barra Longa,Industrial São Luiz,Contagem,MG,32073290,1973-04-04,Globoplay + canais ao vivo e Premiere,true,false,Mozilla/5.0 (X11; Linux i686; rv:1.9.5.20) Gecko/9652-01-28 20:18:35 Firefox/3.6.17,mobile,554190497045293,206.136.247.147,80,195,79,112,37,87,139,61,2,1,1,1,true
1344,Arthur,Pereira,arthur.pereira@bol.com,,,Rua Mário Pavan,Vila Sueleny (Rubião Junior),Botucatu,SP,18618238,1963-10-16,Premiere,true,false,Opera/9.27.(Windows NT 6.1; brx-IN) Presto/2.9.182 Version/12.00,desktop,,223.234.212.45,177,132,155,168,133,98,76,140,2,,,1,false
6339,Arthur,Pereira,arthur.pereira@bol.com,29583104779,5511989447717,,,,,,1963-03-28,Globoplay + canais ao vivo e Disney +,false,false,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/532.0 (KHTML, like Gecko) Chrome/57.0.800.0 Safari/532.0",mobile,551198944771745,35.115.14.89,76,150,187,176,121,72,178,61,2,1,1,1,true
3400,João Miguel,Barbosa,barbosa@bol.com,,5581952792459,,,,,,1999-11-28,Combate,false,false,"Mozilla/5.0 (Windows 98; Win 9x 4.90) AppleWebKit/536.1 (KHTML, like Gecko) Chrome/16.0.883.0 Safari/536.1",desktop,,192.6.146.10,94,36,51,144,127,31,125,90,2,,,1,false
6830,Breno,Barbosa,barbosa@bol.com,69104523806,,,,,,,2005-05-02,Globoplay + canais ao vivo e Disney +,false,false,"Mozilla/5.0 (Windows; U; Windows 95) AppleWebKit/532.8.5 (KHTML, like Gecko) Version/5.0.4 Safari/532.8.5",desktop,,221.226.226.228,95,116,84,100,58,60,46,123,2,1,,1,true
7083,Davi,Barbosa,barbosa@da.br,41925837637,5581977180539,,,,,,1976-02-06,Combate,false,false,"Mozilla/5.0 (Linux; Android 4.4) AppleWebKit/532.2 (KHTML, like Gecko) Chrome/13.0.876.0 Safari/532.2",mobile,558197718053937,130.227.120.172,83,31,190,75,138,167,78,139,2,1,1,1,true
2517,Alexandre,Barbosa,barbosa@da.br,46138502906,,Rua Maria Leandro da Silva,Pacheco,São Gonçalo,RJ,24736230,1977-07-26,Globoplay e discovery +,false,false,Mozilla/5.0 (Windows CE; os-RU; rv:1.9.0.20) Gecko/5737-01-08 19:27:57 Firefox/3.6.16,desktop,,175.164.12.55,42,47,148,71,177,130,122,151,2,1,,1,true
571,Olivia,Barros,barros@gmail.com,47521063880,,,,,,,1996-07-29,Cartola PRO,false,false,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 5.1; Trident/5.1),desktop,,131.21.42.117,84,185,198,99,88,115,156,154,2,1,,1,true
2647,Maria Fernanda,Barros,barros@gmail.com,59743061800,5541924814905,,,,,,1975-07-10,Globoplay + canais ao vivo,false,true,Opera/8.57.(X11; Linux x86_64; fa-IR) Presto/2.9.185 Version/12.00,mobile,554192481490550,159.71.18.242,94,75,121,169,86,132,152,198,2,1,1,1,true
7652,Maria Vitória,Barros,barros@outlook.com,96583027429,5551971904269,Rua Rio Mucuri,Alvorada,Timóteo,MG,35180608,1964-12-14,,false,false,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_3; rv:1.9.5.20) Gecko/2250-11-18 13:43:26 Firefox/3.8,mobile,555197190426992,176.2.123.120,178,151,70,193,194,167,103,33,2,1,1,1,true
4172,Júlia,Barros,barros@outlook.com,95164783282,,Rua das Goiabeiras (Aruã Lagos),Parque dos Lagos,Mogi das Cruzes,SP,8771337,1987-02-27,Giga Gloob,false,false,Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_9_0; rv:1.9.4.20) Gecko/6116-07-12 00:13:54 Firefox/3.8,mobile,551198131268042,191.201.178.206,8,3,14,9,0,18,7,13,2,1,2,1,true
1587,Alana,Barros,barrosjoao-vitor@example.net,21675849382,5541918815296,Rua Guaíra,Paloma,Colombo,PR,83410460,1992-05-25,Combate,true,false,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_2 like Mac OS X; sa-IN) AppleWebKit/532.35.5 (KHTML, like Gecko) Version/4.0.5 Mobile/8B118 Safari/6532.35.5",mobile,554191881529637,163.204.47.162,13,0,8,11,16,2,4,12,2,1,1,1,true
5004,Milena,Araújo,barrosjoao-vitor@example.net,,,,,,,,2006-04-05,Globoplay e Starzplay,false,false,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 5.0; Trident/5.0),desktop,,152.192.144.105,12,1,0,14,6,9,4,14,2,,,2,true
1957,Beatriz,Peixoto,beatriz.peixoto@yahoo.com,9526741307,5584942167107,Rua Subida do Cabinho,Passarinho,Recife,PE,52390120,1998-02-01,Starzplay,false,false,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_9_8) AppleWebKit/532.0 (KHTML, like Gecko) Chrome/61.0.830.0 Safari/532.0",mobile,558494216710740,176.125.169.17,34,190,51,129,196,181,165,195,2,1,1,1,true
3145,Beatriz,Peixoto,beatriz.peixoto@yahoo.com,65387140993,,,,,,,1966-01-22,Globoplay e Telecine,false,false,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/535.0 (KHTML, like Gecko) Chrome/19.0.815.0 Safari/535.0",mobile,557195983952909,210.34.2.215,57,69,116,48,30,168,131,86,2,1,1,1,true
1241,Beatriz,Rodrigues,beatriz.rodrigues@yahoo.com,63452817008,5561913890437,Rua Doutor Liráucio Gomes,Cambuí,Campinas,SP,13024490,1999-04-22,,false,false,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_2 like Mac OS X; lzh-TW) AppleWebKit/531.17.1 (KHTML, like Gecko) Version/4.0.5 Mobile/8B117 Safari/6531.17.1",mobile,556191389043725,80.238.200.11,146,149,81,79,106,117,76,164,2,1,1,1,true
4704,Beatriz,Rodrigues,beatriz.rodrigues@yahoo.com,31864205717,5551922063166,Rua Joaquim Alves Coelho,Jardim da Paz (Guia de Pacobaíba),Magé,RJ,25926873,1992-07-13,Globoplay e Telecine,false,false,"Mozilla/5.0 (iPad; CPU iPad OS 4_2_1 like Mac OS X) AppleWebKit/534.0 (KHTML, like Gecko) FxiOS/14.3v5571.0 Mobile/39O910 Safari/534.0",mobile,555192206316667,186.154.5.198,175,154,61,110,94,98,174,137,2,1,1,1,true
7647,Benício,Porto,bencio.porto@globo.com,,5561985220852,,,,,,1970-06-09,,false,false,Opera/8.61.(Windows 95; ps-AF) Presto/2.9.168 Version/12.00,desktop,,216.1.145.76,194,97,194,35,119,173,153,55,2,,,1,false
270,Benício,Porto,bencio.porto@globo.com,47231869050,5521926113642,,,,,,1984-10-23,Globoplay + canais ao vivo e Premiere,false,false,Opera/8.57.(X11; Linux i686; ca-FR) Presto/2.9.177 Version/10.00,mobile,552192611364271,30.226.15.60,88,45,83,36,161,117,35,45,2,1,1,1,true
7090,Benício,Ribeiro,bencio.ribeiro@yahoo.com,61239705859,,Servidão Amadeu Camarota,Quissama,Petrópolis,RJ,25615210,1983-09-12,Giga Gloob,false,false,"Mozilla/5.0 (Linux; Android 4.0.1) AppleWebKit/533.1 (KHTML, like Gecko) Chrome/32.0.850.0 Safari/533.1",mobile,558499980530703,145.177.3.141,171,182,115,61,129,49,155,82,2,1,1,1,true
5239,Benício,Ribeiro,bencio.ribeiro@yahoo.com,83045679200,5584909393259,Rua Humberto Delboni,Jardim Fuscaldo,São José do Rio Preto,SP,15061320,1972-09-02,Globoplay e discovery +,false,false,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_9_4) AppleWebKit/531.1 (KHTML, like Gecko) Chrome/14.0.845.0 Safari/531.1",mobile,558490939325949,132.71.226.102,86,195,70,179,175,79,143,184,2,1,1,1,true
3905,Benício,Sales,bencio.sales@yahoo.com,,,Rua Elisa Vacchi,Santa Catarina,Erechim,RS,99711350,1983-12-08,Combate,false,false,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_1 like Mac OS X; pap-CW) AppleWebKit/533.18.1 (KHTML, like Gecko) Version/4.0.5 Mobile/8B112 Safari/6533.18.1",mobile,558493853534686,115.170.7.172,140,33,100,155,130,94,48,162,2,,1,1,false
9990,Benício,Sales,bencio.sales@yahoo.com,10486975258,5551969940170,Quadra 2,Jardim Bandeirante,Luziânia,GO,72833003,2010-05-24,Globoplay e Premiere,false,false,Opera/8.15.(Windows NT 6.2; bs-BA) Presto/2.9.183 Version/10.00,desktop,,154.51.55.16,57,89,168,193,47,35,172,94,2,1,,1,true
3281,Benjamin,Ribeiro,benjamin.ribeiro@outlook.com,,5531951313131,Travessa Rosa,Dom Expedito,Sobral,CE,62050090,2002-03-26,Globo Mais,false,false,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_3 rv:2.0; mr-IN) AppleWebKit/531.16.1 (KHTML, like Gecko) Version/4.0 Safari/531.16.1",mobile,553195131313115,139.164.28.23,112,69,75,79,71,190,123,166,2,,1,1,false
6041,Benjamin,Ribeiro,benjamin.ribeiro@outlook.com,26497510370,,,,,,,1961-10-04,Cartola PRO,false,false,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 10.0; Trident/4.1),desktop,,72.34.151.166,83,91,143,182,125,161,131,120,2,1,,1,true
7257,Bernardo,Mendes,bernardo.mendes@bol.com,21764583973,,,,,,,1984-07-26,,false,false,Mozilla/5.0 (compatible; MSIE 9.0; Windows 98; Trident/3.0),desktop,,97.236.243.9,163,128,92,131,188,177,160,119,2,1,,1,true
140,Bernardo,Mendes,bernardo.mendes@bol.com,,5561995514617,,,,,,1976-06-20,Globoplay + canais ao vivo,true,false,"Mozilla/5.0 (Windows; U; Windows 95) AppleWebKit/531.43.3 (KHTML, like Gecko) Version/5.1 Safari/531.43.3",desktop,,55.123.195.6,40,69,40,94,81,53,105,176,2,,,1,false
9678,Bernardo,Rodrigues,bernardo.rodrigues@gmail.com,,,Avenida Arthur da Costa e Silva - até 6198/6199,Jardim Paraty,Franca,SP,14403793,1978-06-26,Deezer Premium,false,false,"Mozilla/5.0 (iPad; CPU iPad OS 9_3_5 like Mac OS X) AppleWebKit/531.1 (KHTML, like Gecko) CriOS/14.0.853.0 Mobile/57E253 Safari/531.1",mobile,553195212310782,196.138.186.243,141,70,113,180,108,108,164,84,2,,1,1,false
1663,Bernardo,Rodrigues,bernardo.rodrigues@gmail.com,31756480966,,,,,,,1975-06-30,Globoplay + canais ao vivo,false,false,Mozilla/5.0 (Android 6.0.1; Mobile; rv:51.0) Gecko/51.0 Firefox/51.0,mobile,554195082602689,149.177.86.229,80,78,49,144,86,168,182,100,2,1,1,1,true
3471,Bianca,Gonçalves,bianca.gonalves@hotmail.com,27439168003,,Rua Bayron Dore de Almeida,Vila de Cava,Nova Iguaçu,RJ,26052400,1968-09-28,,false,false,Opera/8.74.(Windows NT 10.0; sv-FI) Presto/2.9.189 Version/11.00,desktop,,172.119.73.240,83,153,170,131,69,192,124,105,2,1,,1,true
225,Bianca,Gonçalves,bianca.gonalves@hotmail.com,16478239519,5551933132671,Avenida Antonieta,Vila Antonieta,Guarulhos,SP,7041040,2008-03-22,Globoplay + canais ao vivo e Disney +,false,false,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_7_1) AppleWebKit/531.2 (KHTML, like Gecko) Chrome/52.0.852.0 Safari/531.2",mobile,555193313267157,205.99.36.209,85,36,179,159,146,40,68,45,2,1,1,1,true
6557,Bianca,Ramos,bianca.ramos@hotmail.com,8412679520,,Rua Rio das Flores (Vl Getúlio Cabral),Santa Lúcia,Duque de Caxias,RJ,25275713,2002-10-09,Globoplay e Disney +,false,false,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.6.20) Gecko/9025-08-25 01:21:04 Firefox/3.6.3,mobile,558490165720961,130.252.188.60,191,144,155,55,153,197,151,158,2,1,1,1,true
2756,Bianca,Ramos,bianca.ramos@hotmail.com,,,Rua Santa Catarina - de 5206 a 6504 - lado par,Santa Catarina,Joinville,SC,89233108,1964-12-20,Globoplay e discovery +,false,false,Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_5_5; rv:1.9.2.20) Gecko/7952-08-25 12:24:48 Firefox/15.0,mobile,552194882939989,156.182.35.133,65,185,113,138,182,197,81,47,2,,1,1,false
258,Brenda,da Rocha,brenda.darocha@hotmail.com,30246517808,,Rua Rio Cambará - de 201/202 ao fim,Ideal,Novo Hamburgo,RS,93334256,1976-07-22,,false,false,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_6_4 rv:6.0; shs-CA) AppleWebKit/535.15.6 (KHTML, like Gecko) Version/4.1 Safari/535.15.6",mobile,557191567806702,158.45.112.119,77,152,76,173,96,182,180,50,2,1,1,1,true
7961,Brenda,da Rocha,brenda.darocha@hotmail.com,80324967187,,,,,,,1989-06-23,Globoplay + canais ao vivo e Premiere,false,false,Opera/8.57.(X11; Linux x86_64; lzh-TW) Presto/2.9.188 Version/11.00,mobile,558190818555299,194.173.255.249,105,150,159,110,184,68,126,162,2,1,1,1,true
2504,Bruna,Novaes,bruna.novaes@yahoo.com,52381749004,5561948429653,,,,,,1998-07-13,,false,false,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_10_7) AppleWebKit/536.0 (KHTML, like Gecko) Chrome/59.0.820.0 Safari/536.0",mobile,556194842965302,199.56.92.8,130,89,135,149,90,132,70,108,2,1,1,1,true
5805,Bruna,Novaes,bruna.novaes@yahoo.com,34152769025,5581925442008,Rua W,Cyrela Landscape,Uberaba,MG,38071034,1992-01-28,Combate,false,false,Opera/9.58.(X11; Linux i686; fr-CH) Presto/2.9.185 Version/10.00,mobile,558192544200828,183.67.89.23,33,40,128,109,159,34,175,146,2,1,1,1,true
5219,Bruno,Aragão,bruno.arago@gmail.com,84123567053,,Rua Otávio Pereira,Santa Cândida,Curitiba,PR,82720450,1964-05-30,Globoplay,false,false,Mozilla/5.0 (compatible; MSIE 8.0; Windows CE; Trident/3.0),desktop,,211.41.74.213,173,192,43,63,181,101,114,150,2,1,,1,true
7423,Bruno,Aragão,bruno.arago@gmail.com,,,Condomínio Grande Vale,Santa Terezinha,Santo Antônio de Jesus,BA,44573670,1970-01-16,Globoplay,false,false,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_12_0 rv:2.0; sw-KE) AppleWebKit/531.43.6 (KHTML, like Gecko) Version/5.0 Safari/531.43.6",mobile,554192956213677,144.202.62.53,195,178,180,142,113,68,192,180,2,,1,1,false
589,Bruno,Cavalcanti,bruno.cavalcanti@outlook.com,42853061906,,Rua Olho D'Água,COHEB,Santa Inês,MA,65304119,1996-09-04,,false,false,Opera/9.57.(Windows NT 4.0; bho-IN) Presto/2.9.177 Version/12.00,desktop,,75.182.201.64,115,180,49,196,143,123,59,180,2,1,,1,true
