id,fraude,nome,sobrenome,email,cpf,telefone,rua,bairro,cidade,estado,cep,data_de_nascimento,produto,restringido,bloqueado,user_agent,imei,ip,busca_email_nome,busca_email_sobrenome,busca_email_ip,busca_email_telefone,busca_email_endereco,busca_ip_telefone,busca_ip_nome,busca_telefone_nome
309,False,Luiz Henrique,Ribeiro,luizhenrique.ribeiro@bol.com,19856703484,5521903079567,Avenida V 8,Papillon Park,Aparecida de Goiânia,GO,74950190,2010-05-28,Globoplay e Disney +,False,False,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/532.2 (KHTML, like Gecko) Chrome/35.0.841.0 Safari/532.2",552190307956723,22.18.63.141,67,83,77,90,61,69,64,55
310,True,Felipe,Santos,felipelima@example.org,74105263943,,,,,,,2004-11-27,Globoplay + canais ao vivo e Disney +,False,False,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_1 like Mac OS X; lo-LA) AppleWebKit/531.34.7 (KHTML, like Gecko) Version/4.0.5 Mobile/8B116 Safari/6531.34.7",558496064870971,50.186.48.159,11,58,15,3,42,40,20,16
311,False,Murilo,Nunes,murilo.nunes@globo.com,84072916331,5511935532770,,,,,,1982-05-06,,False,False,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_5_5; rv:1.9.4.20) Gecko/3473-02-09 13:27:52 Firefox/3.8,551193553277027,198.234.158.1,81,71,70,77,61,52,83,65
312,False,Maria Fernanda,Viana,viana@globo.com,90713568259,,Rua Morro da Conceição,Redinha,Natal,RN,59122175,1998-06-23,Globoplay e discovery +,False,False,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_6; rv:1.9.4.20) Gecko/8664-10-19 17:00:21 Firefox/3.6.8,552194194128909,208.172.238.101,73,44,97,96,69,52,94,94
313,False,Heitor,Lima,heitor.lima@bol.com,58407613975,5511956909353,Rua Major Mário Martins,Anil,Rio de Janeiro,RJ,22750415,1978-02-07,Combate,False,False,Mozilla/5.0 (compatible; MSIE 6.0; Windows 98; Trident/4.0),551195690935300,176.157.87.188,43,84,91,75,41,45,62,57
314,True,Pedro Henrique,Barbosa,moreiraheloisa@example.net,49052638160,5521946599212,Rua Doutor Freitas Lins,Jardim São Paulo,Recife,PE,50790100,1972-12-24,Globoplay + canais ao vivo e Disney +,False,False,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_1 like Mac OS X; tl-PH) AppleWebKit/531.5.1 (KHTML, like Gecko) Version/4.0.5 Mobile/8B116 Safari/6531.5.1",554193551776670,222.163.52.12,36,50,17,1,26,2,13,53
315,False,João Miguel,Jesus,joomiguel.jesus@hotmail.com,62091854360,5511924167294,Rua Visconde de Guarapuava - até 1398/1399,Centro,Guarapuava,PR,85010240,1999-06-21,Globoplay + canais ao vivo,False,False,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_10_9 rv:4.0; fr-CA) AppleWebKit/532.38.2 (KHTML, like Gecko) Version/5.0.2 Safari/532.38.2",551192416729497,92.103.67.1,81,45,68,76,99,92,41,41
316,False,Lara,Rezende,lara.rezende@hotmail.com,49582160306,,,,,,,1964-07-17,Globoplay e Telecine,False,False,Opera/8.11.(Windows NT 6.2; ayc-PE) Presto/2.9.160 Version/11.00,557190640430993,204.130.56.78,51,82,71,61,58,79,99,75
317,False,Ryan,Moura,ryan.moura@yahoo.com,,5521944567253,Avenida Uru,Parque Amazônia,Aparecida de Goiânia,GO,74915521,1991-05-12,Globo Mais,False,False,Opera/9.15.(Windows NT 5.2; kw-GB) Presto/2.9.164 Version/10.00,552194456725327,215.40.45.120,41,85,95,83,50,86,41,45
318,False,Matheus,Azevedo,matheus.azevedo@outlook.com,08136597448,,Rua Doutor Múcio Galvão,Barro Vermelho,Natal,RN,59022530,1982-04-27,Globoplay + canais ao vivo,False,False,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_0 like Mac OS X; hak-TW) AppleWebKit/531.38.3 (KHTML, like Gecko) Version/4.0.5 Mobile/8B118 Safari/6531.38.3",554191219099774,190.245.1.16,54,48,46,77,46,75,40,47
319,False,Ian,da Cruz,ian.dacruz@globo.com,93216548791,,,,,,,1964-02-13,,False,False,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 5.01; Trident/3.0),555195833881367,199.125.127.206,99,49,75,85,71,48,52,87
320,False,Isabella,Martins,isabella.martins@outlook.com,04586279338,,,,,,,1986-09-07,Globoplay + canais ao vivo,False,False,Mozilla/5.0 (Android 2.2.2; Mobile; rv:60.0) Gecko/60.0 Firefox/60.0,551190465100107,104.211.139.246,45,59,61,72,82,45,46,64
321,False,Clara,Melo,clara.melo@bol.com,45981326042,5584908759633,,,,,,1962-04-18,Globoplay e Starzplay,False,False,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_0 like Mac OS X; fil-PH) AppleWebKit/535.10.6 (KHTML, like Gecko) Version/4.0.5 Mobile/8B115 Safari/6535.10.6",558490875963349,12.237.142.209,75,44,50,63,45,87,91,73
322,True,Yago,Barros,rezendeisaac@example.org,63572084180,,,,,,,1965-08-28,Globoplay e Starzplay,False,False,Opera/9.13.(X11; Linux x86_64; crh-UA) Presto/2.9.160 Version/12.00,558194771625958,80.203.241.201,5,24,53,40,38,31,11,23
323,False,Sophia,Novaes,sophia.novaes@bol.com,51346820970,,,,,,,2005-10-27,Globoplay,False,False,Mozilla/5.0 (compatible; MSIE 5.0; Windows 98; Win 9x 4.90; Trident/3.1),554196544807254,210.20.194.103,77,51,71,48,40,52,65,59
324,False,Lucas,Santos,lucas.santos@gmail.com,02719865494,5561922598565,Rua Samuel,Vila Melchizedec,Mogi das Cruzes,SP,08738500,1965-07-23,Globoplay + canais ao vivo e Disney +,False,False,Opera/9.83.(X11; Linux i686; st-ZA) Presto/2.9.178 Version/11.00,556192259856501,68.111.204.209,93,73,45,62,67,76,67,94
325,True,Natália,da Mata,8299667globoplayedisney.damata@gmail.com,13027568930,,Rua Polônia,São Sebastião,União da Vitória,PR,84604785,1962-07-15,Globoplay e Disney +,False,False,"Mozilla/5.0 (Windows; U; Windows NT 4.0) AppleWebKit/534.46.7 (KHTML, like Gecko) Version/4.0.4 Safari/534.46.7",551199977659674,102.237.4.211,3,54,2,17,42,25,56,2
326,True,Samuel,Novaes,silvaluiz-gustavo@example.com,39157684219,,Avenida Atílio de Oliveira - de 1030/1031 a 1500/1501,Cristo Rei,Vilhena,RO,76983378,2011-10-20,,False,False,"Mozilla/5.0 (Windows NT 10.0) AppleWebKit/533.0 (KHTML, like Gecko) Chrome/46.0.859.0 Safari/533.0",551192747012126,190.51.93.228,53,17,43,52,31,19,38,34
327,False,Noah,Nogueira,noah.nogueira@yahoo.com,43021695833,5541976689448,Rua Schneider - até 649/650,São Luiz,Farroupilha,RS,95170604,2006-07-14,,False,False,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_2 rv:6.0; lo-LA) AppleWebKit/533.3.1 (KHTML, like Gecko) Version/4.0.2 Safari/533.3.1",554197668944832,23.47.130.62,95,57,61,41,44,61,80,68
328,False,Sofia,Rodrigues,sofia.rodrigues@bol.com,43759610820,5511985950769,Vila Miranda 1,Alecrim,Natal,RN,59037180,1997-08-13,,False,False,Opera/8.67.(Windows NT 6.0; nr-ZA) Presto/2.9.160 Version/10.00,551198595076964,218.112.193.121,72,77,73,58,76,54,41,91
329,True,Manuela,Freitas,globoplaycanaisaovivo.freitas@outlook.com,70385241941,,Rua Titanita,Jardim Santa Helena,Maringá,PR,87083340,1966-03-04,Globoplay + canais ao vivo,False,False,"Mozilla/5.0 (Windows; U; Windows 98) AppleWebKit/532.30.7 (KHTML, like Gecko) Version/4.0.2 Safari/532.30.7",558494836199340,137.197.238.9,7,0,10,55,2,30,45,3
330,False,Maria Clara,Cunha,mariaclara.cunha@outlook.com,79324516043,5541957674247,Rua Orlando Valderano,Vila Santo Estevão,São Paulo,SP,03325110,1984-01-12,,False,False,Opera/9.17.(X11; Linux i686; mni-IN) Presto/2.9.179 Version/10.00,554195767424706,110.254.253.149,64,89,76,81,74,67,61,57
331,True,Melissa,Aragão,marcelalima@example.net,,5581995588696,Rua Luiz Verri,Adelino Simioni,Ribeirão Preto,SP,14071120,1971-01-13,Globoplay e discovery +,True,False,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_5_0 rv:4.0; lv-LV) AppleWebKit/531.10.4 (KHTML, like Gecko) Version/4.1 Safari/531.10.4",558199558869695,146.196.231.245,16,3,16,33,23,0,6,35
332,False,Bernardo,Peixoto,bernardo.peixoto@globo.com,68021937521,,2ª Travessa Rio Formoso,Janga,Paulista,PE,53435542,1966-08-09,,False,True,Opera/9.86.(X11; Linux i686; tl-PH) Presto/2.9.160 Version/11.00,557198433411583,212.21.175.203,76,94,78,93,66,44,57,46
333,False,Luana,Ramos,luana.ramos@gmail.com,,5584974018369,Rua Carmem Chaves,Santa Mônica,Camaragibe,PE,54767775,1970-07-26,Globoplay e Starzplay,False,False,"Mozilla/5.0 (iPhone; CPU iPhone OS 9_3_5 like Mac OS X) AppleWebKit/532.1 (KHTML, like Gecko) FxiOS/14.2b5934.0 Mobile/42S022 Safari/532.1",558497401836931,197.104.160.229,81,56,52,92,96,57,72,84
334,False,Nathan,Novaes,nathan.novaes@outlook.com,97415036280,5531916730961,,,,,,1967-01-09,Globoplay + canais ao vivo,False,True,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_4 rv:4.0; ak-GH) AppleWebKit/535.33.4 (KHTML, like Gecko) Version/4.0 Safari/535.33.4",553191673096119,218.241.10.216,66,80,55,61,71,97,51,40
335,False,Vitor Gabriel,Moraes,vitorgabriel.moraes@bol.com,15497630839,5571918757113,Quadra Raimundo Portela - de 9/10 a 11/12,Promorar,Teresina,PI,64027030,1971-03-24,Disney +,False,False,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/536.1 (KHTML, like Gecko) Chrome/18.0.836.0 Safari/536.1",557191875711396,218.100.78.191,61,69,81,86,53,81,83,62
336,False,Isabel,Nunes,isabel.nunes@gmail.com,71583429050,5571998810898,Quadra B (Lot Bela Vista II),Bela Vista,São Miguel dos Campos,AL,57241430,2006-06-17,discovery +,False,False,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_0 rv:4.0; br-FR) AppleWebKit/533.19.3 (KHTML, like Gecko) Version/4.0.1 Safari/533.19.3",557199881089855,77.201.62.30,63,61,63,97,47,42,79,60
337,False,Maria Fernanda,Aragão,mariafernanda.arago@bol.com,51763829030,5561919224526,,,,,,2006-08-05,Globoplay e Disney +,False,False,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_0 like Mac OS X; hne-IN) AppleWebKit/535.32.5 (KHTML, like Gecko) Version/4.0.5 Mobile/8B118 Safari/6535.32.5",556191922452680,214.172.167.5,52,53,57,69,65,51,59,58
338,False,Arthur,da Conceição,arthur.daconceio@bol.com,37215068471,,,,,,,2001-08-24,Cartola PRO,False,False,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_2 rv:6.0; yue-HK) AppleWebKit/532.40.1 (KHTML, like Gecko) Version/5.0 Safari/532.40.1",558491438002179,25.2.138.205,47,57,87,71,44,88,53,65
339,False,Evelyn,Monteiro,monteiro@outlook.com,81304567966,5551947776112,,,,,,1992-06-10,Premiere,False,False,Opera/9.67.(X11; Linux i686; yo-NG) Presto/2.9.182 Version/12.00,555194777611260,150.131.225.194,87,58,47,70,40,86,81,56
340,False,Kevin,Jesus,kevin.jesus@globo.com,69520847111,5561906304829,Quadra T-2 (Lot Hélio Jatobá II),Hélio Jatobá,São Miguel dos Campos,AL,57246315,1991-12-06,Globoplay + canais ao vivo e Disney +,False,False,"Mozilla/5.0 (iPad; CPU iPad OS 3_1_3 like Mac OS X) AppleWebKit/535.0 (KHTML, like Gecko) FxiOS/14.3j7741.0 Mobile/42K942 Safari/535.0",556190630482948,171.219.248.4,96,49,75,73,67,90,50,60
341,False,Calebe,Lopes,calebe.lopes@yahoo.com,53698201470,,Rua dos Marmelos,Igara,Canoas,RS,92412505,2002-07-01,Globoplay e Starzplay,True,False,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 5.0; Trident/4.1),555191578197325,183.144.8.158,68,75,57,79,64,69,87,96
342,False,Lucca,Rocha,lucca.rocha@globo.com,67052418967,,Rua Alice de Oliveira Santos,Jardim São Gabriel,Mauá,SP,09330786,2009-01-15,Combate,False,False,"Mozilla/5.0 (Windows; U; Windows 98; Win 9x 4.90) AppleWebKit/532.36.4 (KHTML, like Gecko) Version/5.0.2 Safari/532.36.4",553195265317759,164.208.184.128,95,86,80,92,51,58,58,43
343,True,Rafael,Nogueira,oliveiraisadora@example.com,04562839783,5584930287340,Rua João Manoel do Nascimento,Conjunto Habitacional Áurea Mendes Gimenes,Sertãozinho,SP,14178218,2006-02-28,Globoplay + canais ao vivo e Telecine,False,False,"Mozilla/5.0 (Windows; U; Windows 98; Win 9x 4.90) AppleWebKit/535.14.4 (KHTML, like Gecko) Version/4.0 Safari/535.14.4",558194321777689,204.134.129.128,16,41,59,1,19,30,13,6
344,False,Natália,da Paz,natlia.dapaz@globo.com,05942816360,,Travessa Osmar Lúcio,São Luiz,São José,SC,88106829,1985-09-23,Globoplay + canais ao vivo,False,False,"Mozilla/5.0 (Linux; Android 1.5) AppleWebKit/536.0 (KHTML, like Gecko) Chrome/34.0.826.0 Safari/536.0",555192733916815,188.226.138.206,63,46,95,41,41,45,76,93
345,True,Caio,Cardoso,mariana91@example.org,20483659738,,Rua Imbaíba,Jardim Cipreste,Santo André,SP,09171870,1975-06-10,Globoplay + canais ao vivo,False,False,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 5.2; Trident/3.0),556199511833699,48.191.113.67,34,2,22,20,4,5,56,36
346,False,Renan,Rodrigues,rodrigues@outlook.com,07459261858,5541948858415,,,,,,2009-11-19,Cartola PRO,False,True,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/5.1),554194885841503,29.163.219.94,79,77,81,62,43,98,58,67
347,False,João Guilherme,Azevedo,jooguilherme.azevedo@bol.com,92438761040,5584942152927,,,Pio XII,MA,65707000,1973-10-17,Disney +,False,False,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_7_0 rv:4.0; hu-HU) AppleWebKit/535.12.7 (KHTML, like Gecko) Version/4.0.4 Safari/535.12.7",558494215292773,166.87.8.54,55,40,46,83,67,92,40,47
348,False,Gabriela,Araújo,gabriela.arajo@gmail.com,02146389796,5511986740179,Rua 104,Vila São Sebastião,Senador Canedo,GO,75262352,1978-09-30,Globoplay,False,False,"Mozilla/5.0 (iPhone; CPU iPhone OS 10_3_3 like Mac OS X) AppleWebKit/536.2 (KHTML, like Gecko) FxiOS/13.0r0839.0 Mobile/66U211 Safari/536.2",551198674017996,220.46.127.91,50,99,87,97,65,52,77,66
349,False,Rafael,Melo,rafael.melo@yahoo.com,,5584952059741,Rua Divinésia,Rio Pequeno,São Paulo,SP,05386230,1963-05-14,,False,False,Opera/9.30.(Windows NT 6.1; sq-ML) Presto/2.9.185 Version/12.00,558495205974148,6.190.139.112,94,68,91,90,49,48,70,93
350,True,Nicole,Ramos,ramos@bol.com,82403179523,5541992180534,,,,,,1989-04-13,Globoplay,False,False,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 5.01; Trident/4.1),554199218053460,54.132.32.184,50,32,28,21,44,52,35,7
351,False,Vitória,da Luz,vitria.daluz@gmail.com,41879205602,,,,,,,2007-06-23,Globoplay + canais ao vivo e Premiere,False,False,Opera/8.79.(X11; Linux x86_64; hne-IN) Presto/2.9.179 Version/10.00,556190988758550,166.65.8.153,44,46,60,50,97,78,73,74
352,False,Otávio,da Cruz,dacruz@outlook.com,30294568700,5561938376001,,,,,,1970-04-28,Giga Gloob,False,False,Mozilla/5.0 (Android 4.2.2; Mobile; rv:52.0) Gecko/52.0 Firefox/52.0,556193837600122,46.18.24.210,47,45,86,80,63,53,77,93
353,False,Gustavo Henrique,Alves,gustavohenrique.alves@yahoo.com,86495031793,5561980139905,,,,,,1999-02-24,Deezer Premium,False,False,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.5.20) Gecko/4185-05-15 09:04:32 Firefox/3.6.3,556198013990593,33.59.215.41,89,50,84,98,77,43,95,87
354,False,Thiago,Ferreira,thiago.ferreira@aragao.com,09672518340,,Rua Miguel de Aviz,Praia do Estaleirinho,Balneário Camboriú,SC,88334700,2008-07-29,,False,False,"Mozilla/5.0 (iPad; CPU iPad OS 9_3_5 like Mac OS X) AppleWebKit/534.0 (KHTML, like Gecko) CriOS/62.0.863.0 Mobile/82O992 Safari/534.0",556190760115805,151.214.168.80,45,56,47,44,82,89,55,56
355,False,Maitê,Azevedo,azevedo@outlook.com,,,Avenida Paulo Marcondes - de 1010 a 1264 - lado par,Jardim Romero,Jales,SP,15703160,1974-03-20,,False,False,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/535.0 (KHTML, like Gecko) Chrome/56.0.843.0 Safari/535.0",558191829681389,144.151.78.88,75,41,59,43,81,44,59,90
356,False,Yasmin,da Rocha,yasmin.darocha@outlook.com,59461783000,,Rua Antônio Leonardo Caccia,Jardim Munhoz,Guarulhos,SP,07033310,1992-02-11,,False,False,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 6.0; Trident/4.0),556199416203634,206.96.49.107,68,90,62,67,58,86,53,59
357,False,Benjamin,Duarte,duarte@bol.com,52184960730,,,,,,,1973-01-21,Starzplay,False,False,Mozilla/5.0 (compatible; MSIE 5.0; Windows 98; Win 9x 4.90; Trident/5.1),558492827258380,56.200.223.127,42,55,75,95,52,84,64,79
358,False,João Lucas,Caldeira,joolucas.caldeira@yahoo.com,84032156735,5511998550892,Avenida João Pessoa - de 1092/1093 ao fim,Farroupilha,Porto Alegre,RS,90040001,1984-04-27,Globoplay e Disney +,False,False,"Mozilla/5.0 (iPad; CPU iPad OS 10_3_4 like Mac OS X) AppleWebKit/532.1 (KHTML, like Gecko) FxiOS/14.5m7835.0 Mobile/97F169 Safari/532.1",551199855089291,200.3.189.231,67,60,92,95,67,50,58,83
359,False,Maria Eduarda,Lima,mariaeduarda.lima@gmail.com,87921043550,5561907758325,Rua Serra Verde,Santa Paula,Juiz de Fora,MG,36050495,1967-09-19,Globoplay + canais ao vivo e Premiere,False,False,Mozilla/5.0 (compatible; MSIE 7.0; Windows 98; Trident/3.0),556190775832501,188.210.69.132,64,65,85,89,87,49,55,83
360,True,Julia,Alves,barbosathomas@example.net,,5511910319197,,,,,,1991-11-20,Deezer Premium,False,False,"Mozilla/5.0 (Windows; U; Windows NT 5.1) AppleWebKit/533.32.7 (KHTML, like Gecko) Version/5.0.1 Safari/533.32.7",551191031919749,129.34.26.148,3,40,48,3,28,30,28,13
361,False,Davi Lucas,Santos,davilucas.santos@gmail.com,45078693238,5541915628567,Rua São Paulo - de 352/353 ao fim,Vila Nossa Senhora Aparecida,Lençóis Paulista,SP,18682540,2010-11-06,Globo Mais,False,False,Opera/8.20.(X11; Linux x86_64; mhr-RU) Presto/2.9.166 Version/11.00,554191562856747,74.55.160.184,51,85,95,46,90,96,89,56
362,False,Clarice,Costa,costa@castro.org,75218049611,5561908873888,,,,,,1981-10-29,Combate,False,False,Mozilla/5.0 (X11; Linux i686; rv:1.9.5.20) Gecko/4929-03-16 05:36:56 Firefox/3.6.12,556190887388830,190.214.126.36,63,89,42,66,77,65,48,91
363,False,João Guilherme,Farias,farias@globo.com,38254107904,5531999645279,Rua Vinte e Quatro de Fevereiro - de 496/497 ao fim,Centro,Capão Bonito,SP,18300510,1980-09-25,Combate,False,False,Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_8_3; rv:1.9.2.20) Gecko/5451-09-10 09:29:38 Firefox/5.0,553199964527940,119.206.16.128,97,63,57,43,72,63,80,96
364,False,Emanuelly,Campos,campos@bol.com,93247108505,,,,Sobradinho,RS,96900000,1980-01-02,Globoplay + canais ao vivo e Premiere,False,False,"Mozilla/5.0 (Linux; Android 4.4.1) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/52.0.864.0 Safari/535.1",557198880949499,25.191.244.196,49,90,57,71,48,65,59,84
365,False,Benício,das Neves,bencio.dasneves@gmail.com,48257163937,,,,,,,2004-08-28,Premiere,False,False,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 5.1; Trident/5.0),556198720679919,163.119.107.89,84,42,98,63,51,80,69,73
366,False,Breno,Monteiro,breno.monteiro@globo.com,87156024949,,Beco Passaredo,Botafogo,Rio de Janeiro,RJ,22260183,2009-07-01,Disney +,False,False,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.7.20) Gecko/3205-11-06 10:25:09 Firefox/3.6.20,554191092181756,216.128.147.88,81,87,95,40,95,47,89,70
367,False,Maria Eduarda,Nunes,mariaeduarda.nunes@gmail.com,,5531942916986,Rua Unaí,Novo Alvorada,Sabará,MG,34650180,1963-09-09,Giga Gloob,False,False,Opera/8.59.(X11; Linux i686; nan-TW) Presto/2.9.160 Version/11.00,553194291698654,220.6.211.216,64,40,77,94,97,75,95,78
368,True,Ana Julia,Novaes,novaes@outlook.com,50621943851,5531961197069,,,,,,1963-08-26,Globoplay e Premiere,False,True,"Mozilla/5.0 (Windows NT 4.0) AppleWebKit/534.1 (KHTML, like Gecko) Chrome/30.0.866.0 Safari/534.1",553196119706924,206.79.67.97,8,46,3,46,41,51,37,0
369,False,Lorena,Azevedo,lorena.azevedo@globo.com,80613427580,5551947430932,Rua Rio Largo,Catiapoa,São Vicente,SP,11370650,1978-12-05,Cartola PRO,False,True,Mozilla/5.0 (Android 4.4.3; Mobile; rv:25.0) Gecko/25.0 Firefox/25.0,555194743093239,34.233.173.218,74,62,85,86,95,77,56,44
370,False,Ana Beatriz,Teixeira,anabeatriz.teixeira@bol.com,,5581931057266,,,,,,1997-05-16,Premiere,False,False,Opera/8.65.(X11; Linux i686; aa-ER) Presto/2.9.164 Version/10.00,558193105726680,197.78.202.147,87,41,47,72,58,56,59,86
371,False,Breno,Vieira,breno.vieira@globo.com,,5561977675495,Servidão Hélio Santos,Costeira do Pirajubaé,Florianópolis,SC,88047020,1970-11-29,Disney +,False,False,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 6.2; Trident/5.0),556197767549571,70.176.169.3,63,71,66,56,95,42,43,44
372,False,Leandro,Gomes,leandro.gomes@globo.com,17534809657,,Rua Projetada 0207,Petrópolis,Maceió,AL,57062477,1983-06-07,Premiere,False,False,Opera/8.13.(X11; Linux x86_64; mhr-RU) Presto/2.9.172 Version/12.00,555192179132497,38.188.6.154,46,83,84,73,73,78,75,98
373,False,Lucca,Castro,lucca.castro@bol.com,06897315400,,,,,,,1987-01-21,,False,False,"Mozilla/5.0 (Windows; U; Windows 95) AppleWebKit/535.34.4 (KHTML, like Gecko) Version/4.0.4 Safari/535.34.4",554198352418380,52.189.130.94,79,47,58,98,78,82,61,87
374,False,Júlia,Porto,jlia.porto@outlook.com,08163549289,,Rua José Francisco Teixeira,Vila Alta,Crato,CE,63119300,1987-03-19,Globoplay e Starzplay,False,False,Mozilla/5.0 (compatible; MSIE 9.0; Windows 95; Trident/4.0),558498144949379,75.171.82.195,96,96,49,94,80,66,88,49
375,False,Sofia,Alves,sofia.alves@yahoo.com,40523697856,,,,,,,1977-04-05,Giga Gloob,False,False,"Mozilla/5.0 (Windows 98) AppleWebKit/532.1 (KHTML, like Gecko) Chrome/35.0.863.0 Safari/532.1",556191787744536,174.72.56.111,66,58,65,84,51,40,52,71
376,True,Letícia,Caldeira,pferreira@example.com,72485309132,,,,,,,1994-08-12,Premiere,False,False,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_2 like Mac OS X; sd-PK) AppleWebKit/531.37.3 (KHTML, like Gecko) Version/3.0.5 Mobile/8B114 Safari/6531.37.3",557191992885529,139.13.134.22,56,22,48,0,45,44,53,35
377,False,Olivia,Ferreira,ferreira@yahoo.com,08475639283,5584915830381,,,,,,1987-09-23,Globoplay e Telecine,False,False,"Mozilla/5.0 (Linux; Android 4.1.1) AppleWebKit/533.2 (KHTML, like Gecko) Chrome/13.0.828.0 Safari/533.2",558491583038184,213.160.149.238,44,74,51,53,93,87,48,91
378,False,Bryan,Nunes,nunes@gmail.com,81976052467,,Rua Helena Regina,Alto do Moura,Caruaru,PE,55040360,1976-01-10,Globoplay e Disney +,False,False,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 6.1; Trident/4.1),553199025501876,221.96.26.167,98,64,40,96,50,95,66,46
379,False,Gabriela,Cavalcanti,cavalcanti@bol.com,56491230716,,Rua Jaca,Marcos Freire,Porto Velho,RO,76814076,1968-05-20,Globoplay e Disney +,False,True,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_11_1 rv:3.0; mn-MN) AppleWebKit/534.37.3 (KHTML, like Gecko) Version/4.1 Safari/534.37.3",553196235719595,223.145.210.3,65,66,53,89,58,78,63,50
380,False,Ana Vitória,Freitas,anavitria.freitas@gmail.com,95826143746,,,,,,,2003-02-18,Giga Gloob,False,False,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/33.0.851.0 Safari/535.1",552190611184301,206.245.30.200,95,67,51,90,60,82,76,73
381,False,João Miguel,da Mota,joomiguel.damota@outlook.com,93801572668,,Praça Vitório Ferrari,Parque Residencial Alcântara,Londrina,PR,86047307,2011-05-05,Globoplay,False,False,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.7.20) Gecko/3590-08-20 05:48:37 Firefox/15.0,555197583252286,61.245.204.147,62,60,47,49,68,83,71,94
382,False,Davi Lucca,Nunes,nunes@da.net,38412690524,5581930283909,,,,,,1972-02-16,Globoplay e Premiere,False,False,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 10.0; Trident/3.0),558193028390937,144.152.155.146,81,61,82,53,47,99,68,47
383,False,Murilo,Cavalcanti,murilo.cavalcanti@outlook.com,30698127404,5581907048425,,,,,,1996-10-14,Globoplay e Disney +,False,False,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.5.20) Gecko/2496-05-16 11:23:45 Firefox/14.0,558190704842587,20.197.181.102,98,83,50,62,42,96,52,40
384,False,Brenda,Pinto,pinto@hotmail.com,97861350240,,Rua Giovani Pacheco,Fortaleza,Blumenau,SC,89056413,1963-01-20,Globo Mais,False,False,"Mozilla/5.0 (Linux; Android 4.1) AppleWebKit/534.0 (KHTML, like Gecko) Chrome/45.0.896.0 Safari/534.0",553199371507659,145.151.226.49,92,90,93,43,81,73,84,80
385,False,Thiago,Oliveira,oliveira@gmail.com,,5584963892871,Rua 9,Jardim Luzitano,Anápolis,GO,75101484,2008-08-26,discovery +,False,False,Opera/9.35.(X11; Linux x86_64; km-KH) Presto/2.9.180 Version/12.00,558496389287166,213.151.137.169,44,62,80,74,89,86,89,94
386,False,Breno,Castro,breno.castro@yahoo.com,17625403807,,Rua Dois,Jardim Milena,Atibaia,SP,12954853,1981-10-08,Globoplay e Premiere,False,False,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_1) AppleWebKit/532.0 (KHTML, like Gecko) Chrome/47.0.838.0 Safari/532.0",552191517864285,34.13.90.177,78,94,68,78,55,57,50,48
387,False,Fernanda,Monteiro,fernanda.monteiro@outlook.com,,,1ª Travessa Estrada do Passarinho,Dois Irmãos,Recife,PE,52171027,1980-05-16,Globo Mais,False,False,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_12_0) AppleWebKit/536.1 (KHTML, like Gecko) Chrome/63.0.831.0 Safari/536.1",551191260277173,69.250.140.137,98,92,99,97,59,98,44,64
